"Choclo", 57.99, 306
"Cebolla", 63.97, 800
"Palta", 536.75, 505
"Frutilla", 281.79, 243
"Pera", 125.44, 940
"Champignon", 3476.70, 104
"Zuccini", 78.46, 480
"Tomate", 719.43, 900
"Kiwi", 368.26, 416
"Coliflor", 40.52, 600
"Pera", 141.31, 1060
"Zanahoria", 32.72, 684
"Cebolla", 57.06, 912
"Ajo", 874.58, 99
"Frambuesa", 2088.57, 97
"Lima", 1383.64, 206
"Palta", 1162.24, 440
"Mandarina", 19.65, 990
"Rabanito", 238.72, 270
"Lima", 1302.48, 176
"Mandarina", 19.38, 1090
"Coliflor", 28.91, 590
"Palta", 1142.05, 352
"Durazno", 266.08, 920
"Coliflor", 27.86, 510
"Espárrago", 628.02, 210
"Caqui", 803.21, 103
"Banana", 58.74, 1190
"Frutilla", 259.86, 300
"Banana", 57.98, 920
"Ajo", 966.59, 80
"Brócoli", 360.08, 456
"Papa", 12.17, 960
"Lima", 1008.59, 214
"Champignon", 3694.39, 118
"Choclo", 42.43, 357
"Mandarina", 12.34, 1100
"Mandarina", 22.80, 940
"Lechuga", 47.06, 792
"Palta", 1046.03, 336
"Durazno", 141.47, 784
"Rabanito", 213.54, 291
"Pera", 131.73, 830
"Palta", 477.12, 490
"Durazno", 169.15, 904
"Palta", 1113.91, 400
"Kiwi", 445.04, 340
"Zanahoria", 28.66, 522
"Palta", 1153.97, 344
"Repollo", 8.53, 784
"Champignon", 3644.62, 120
"Repollo", 5.76, 679
"Acelga", 15.18, 936
"Kinoto", 44.33, 236
"Alcachofa", 160.30, 360
"Berenjena", 59.31, 516
"Palta", 1174.67, 388
"Naranja", 10.38, 1120
"Caqui", 809.21, 115
"TomCherry", 521.61, 228
"Ciruela", 953.04, 720
"Brócoli", 385.26, 400
"Coliflor", 33.36, 485
"Palta", 502.61, 555
"Ajo", 941.61, 115
"Tomate", 773.65, 1026
"Palta", 1132.11, 336
"Lechuga", 43.22, 918
"Zanahoria", 38.77, 492
"Palta", 1146.40, 380
"Sandía", 58.10, 1071
"Banana", 67.97, 1180
"Cebolla", 75.13, 824
"Champignon", 3542.82, 104
"Brócoli", 359.16, 456
"Lima", 1239.21, 214
"Limon", 363.23, 623
"Calabaza", 25.88, 760
"Frambuesa", 2071.56, 96
"Pomelo", 48.05, 1035
"Rabanito", 240.90, 288
"Calabaza", 21.08, 856
"Repollo", 5.22, 560
"Higo", 2445.89, 101
"Choclo", 52.03, 258
"Pomelo", 47.55, 1008
"Zanahoria", 26.23, 684
"Lima", 1351.34, 192
"Melón", 107.31, 468
"Durazno", 143.16, 744
"Frambuesa", 2077.10, 101
"Durazno", 144.53, 904
"Brócoli", 406.82, 456
"Ajo", 868.22, 96
"Frambuesa", 2097.86, 119
"Sandía", 61.18, 1053
"Mandarina", 20.88, 820
"Rabanito", 211.90, 342
"Pera", 143.43, 870
"Durazno", 142.11, 728
"Palta", 504.29, 435
"Berenjena", 55.31, 492
"Repollo", 5.72, 714
"Durazno", 127.15, 776
"Sandía", 55.77, 909
"Apio", 54.78, 267
"Cereza", 1033.52, 238
"Brócoli", 376.31, 424
"Frutilla", 291.95, 318
"Pera", 146.93, 870
"Pepino", 28.14, 440
"Zanahoria", 29.40, 648
"Tomate", 725.49, 927
"Ciruela", 941.15, 927
"Pera", 166.10, 1030
"Naranja", 12.73, 1160
"Pepino", 41.58, 575
"TomCherry", 559.83, 224
"Zuccini", 80.00, 498
"Kinoto", 32.78, 162
"Manzana", 123.17, 880
"Calabaza", 26.08, 640
"Banana", 68.19, 1010
"Lechuga", 44.06, 801
"Palta", 524.55, 400
"Choclo", 52.29, 258
"Cereza", 1014.32, 166
"Tomate", 732.76, 828
"Batata", 21.58, 1000
"Cereza", 1010.10, 168
"Rabanito", 224.59, 354
"Palta", 450.41, 445
"Acelga", 25.92, 972
"Pomelo", 45.04, 828
"Sandía", 61.73, 936
"Palta", 1150.42, 340
"Tomate", 740.15, 837
"Lechuga", 38.60, 801
"Manzana", 126.16, 950
"Papa", 16.63, 810
"Mandarina", 21.99, 960
"Alcachofa", 150.92, 288
"Brócoli", 363.12, 480
"Frambuesa", 2084.92, 92
"Ciruela", 963.06, 828
"Banana", 63.78, 830
"Cebolla", 62.49, 864
"Pomelo", 45.73, 909
"Ciruela", 924.10, 882
"Coliflor", 36.31, 575
"Palta", 510.20, 525
"Coliflor", 31.65, 600
"Banana", 60.76, 960
"Sandía", 63.52, 747
"Alcachofa", 161.27, 336
"Brócoli", 342.37, 320
"Naranja", 15.90, 1190
"Melón", 105.09, 328
"Papa", 26.58, 850
"Naranja", 20.80, 910
"Berenjena", 55.23, 540
"Rabanito", 201.43, 252
"Naranja", 11.48, 900
"Melón", 107.49, 464
"Manzana", 124.78, 930
"Melón", 103.35, 320
"Acelga", 20.42, 846
"Champignon", 3571.67, 104
"Banana", 62.56, 800
"Sandía", 64.21, 819
"Berenjena", 57.95, 600
"Ajo", 864.24, 96
"Choclo", 58.40, 258
"Caqui", 870.54, 83
"Morrón", 2987.38, 558
"Lima", 1189.43, 210
"Kinoto", 35.35, 236
"Batata", 21.59, 1160
"Mandarina", 21.16, 900
"Ciruela", 1004.03, 765
"Zuccini", 81.02, 582
"Brócoli", 349.39, 348
"TomCherry", 555.81, 220
"Ciruela", 955.90, 720
"Lima", 1021.13, 222
"Naranja", 13.33, 890
"Cebolla", 62.48, 712
"Caqui", 824.63, 99
"Tomate", 775.28, 891
"Repollo", 7.50, 735
"Mandarina", 26.51, 910
"Lechuga", 59.24, 837
"Morrón", 2904.03, 564
"Naranja", 9.19, 870
"Tomate", 762.24, 1053
"Coliflor", 29.89, 460
"Naranja", 15.26, 860
"Ciruela", 936.67, 810
"Limon", 339.70, 630
"Lima", 1245.56, 222
"Frutilla", 326.12, 282
"Brócoli", 378.04, 456
"Rabanito", 212.57, 342
"Manzana", 149.74, 980
"TomCherry", 568.85, 206
"Palta", 496.23, 555
"Ciruela", 902.43, 837
"Apio", 58.10, 264
"Durazno", 244.37, 944
"Morrón", 2880.83, 534
"Mandarina", 20.68, 880
"Ajo", 918.33, 119
"Limon", 340.77, 805
"Limon", 326.52, 700
"Naranja", 18.57, 1010
"Brócoli", 362.53, 476
"Pera", 171.95, 840
"Banana", 61.51, 850
"Ciruela", 910.55, 900
"Zuccini", 70.26, 720
"Kinoto", 34.67, 222
"Tomate", 715.89, 891
"Durazno", 297.62, 800
"Frutilla", 298.70, 294
"Coliflor", 15.99, 595
"Palta", 481.56, 545
"Naranja", 23.83, 1100
"Lima", 1165.76, 216
"Durazno", 141.71, 744
"Apio", 47.18, 297
"Durazno", 179.29, 960
"Papa", 10.46, 1030
"Palta", 508.70, 505
"Durazno", 124.92, 816
"Zuccini", 95.27, 516
"Morrón", 2931.72, 594
"Kiwi", 419.03, 408
"Frutilla", 309.07, 285
"Batata", 23.14, 970
"Berenjena", 49.94, 624
"Durazno", 178.38, 672
"Palta", 1172.67, 384
"Repollo", 6.58, 791
"Frambuesa", 2110.93, 107
"Banana", 70.27, 810
"Papa", 9.57, 1050
"Ciruela", 962.80, 855
"Cebolla", 71.08, 864
"Lima", 1009.35, 178
"Higo", 2550.43, 120
"Frambuesa", 1995.28, 107
"Durazno", 179.34, 880
"Berenjena", 51.84, 690
"Kinoto", 23.89, 234
"Brócoli", 339.53, 432
"Higo", 2472.41, 90
"Zuccini", 81.30, 582
"Champignon", 3618.88, 82
"Apio", 54.26, 279
"Naranja", 15.73, 1200
"Higo", 2457.15, 107
"Pomelo", 56.58, 990
"Naranja", 6.75, 830
"Ajo", 888.27, 107
"Repollo", 3.90, 833
"Zanahoria", 33.51, 516
"Caqui", 812.81, 108
"Palta", 1114.10, 472
"Zanahoria", 34.84, 528
"Berenjena", 54.81, 498
"Champignon", 3546.38, 101
"Choclo", 57.86, 294
"Pepino", 24.86, 485
"Kiwi", 454.01, 340
"Durazno", 198.62, 704
"Rabanito", 218.67, 357
"Kinoto", 27.84, 236
"Champignon", 3674.35, 94
"Pomelo", 49.09, 1053
"Palta", 455.90, 465
"Lima", 1044.03, 232
"Choclo", 45.55, 306
"Acelga", 21.74, 1017
